Draw,Date,Winning Number 1,2,3,4,5,6,Bonus Number,Powerball,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
2247,2023-02-15,7,24,26,27,28,39,37,9,28,1,6,4,3,1,0,4,2,0,0.00,0,0.00,18,2044.00,45,125.00,830,59.00,1105,42.00,11437,16.50
2246,2023-02-11,5,14,28,32,34,36,10,8,"5,10",3,4,1,6,2,1,1,3,0,0.00,1,46183.00,28,1233.00,54,132.00,1161,59.00,1500,43.00,15318,16.50
2245,2023-02-08,2,10,15,18,24,29,5,4,,5,2,3,4,3,2,2,0,0,0.00,1,22811.00,29,961.00,60,92.00,831,54.00,1231,34.00,11734,16.50
2244,2023-02-04,11,13,19,21,36,40,27,5,11,3,4,5,2,0,3,2,2,1,8500000.00,1,31845.00,45,1036.00,89,101.00,1296,59.00,1900,38.00,19289,16.50
2243,2023-02-01,1,3,9,11,31,39,24,2,3,4,3,6,1,3,1,1,2,0,0.00,0,0.00,17,2057.00,59,104.00,1003,52.00,1230,40.00,13462,16.50
2242,2023-01-28,13,16,17,22,27,28,3,8,,4,3,4,3,1,3,3,0,0,0.00,0,0.00,34,1470.00,84,95.00,1244,55.00,1664,37.00,17390,16.50
2241,2023-01-25,5,11,12,18,24,30,20,7,30,5,2,2,5,1,4,2,0,0,0.00,2,20617.00,35,801.00,52,100.00,1096,45.00,1256,36.00,13399,16.50
2240,2023-01-21,4,19,28,35,37,40,30,7,"4,28,35",2,5,3,4,1,1,2,3,1,4333333.00,1,39475.00,20,1394.00,60,123.00,1076,61.00,1437,42.00,15606,16.50
2239,2023-01-18,1,4,7,23,28,35,17,7,28,4,3,5,2,3,1,2,1,1,23500000.00,2,26971.00,59,1107.00,155,94.00,2276,54.00,3315,35.00,31210,16.50
2238,2023-01-14,5,20,28,29,32,38,3,9,,3,4,3,4,2,1,2,2,0,0.00,2,40923.00,53,1190.00,113,123.00,1840,62.00,2557,42.00,25622,16.50
2237,2023-01-11,9,10,18,22,24,33,4,8,"22,24",4,3,2,5,3,1,2,1,0,0.00,2,27677.00,38,1159.00,94,104.00,1673,53.00,2168,36.00,21834,16.50
2236,2023-01-07,1,3,7,15,24,30,22,9,,4,3,4,3,3,1,3,0,0,0.00,1,43731.00,34,1197.00,121,89.00,1607,55.00,2106,38.00,22161,16.50
2235,2023-01-04,5,9,13,16,23,25,14,1,"13,23",5,2,5,2,2,3,2,0,0,0.00,1,31476.00,28,1096.00,68,103.00,1160,54.00,1504,40.00,16256,16.50
2234,2022-12-31,13,19,23,33,34,36,4,8,33,3,4,4,3,1,2,1,3,0,0.00,3,24665.00,56,1115.00,138,105.00,2094,58.00,2683,42.00,28936,16.50
2233,2022-12-28,1,3,11,27,33,37,26,7,3,3,4,6,1,2,1,2,2,0,0.00,3,30356.00,27,1234.00,73,110.00,1334,52.00,1502,41.00,17262,16.50
2232,2022-12-24,2,3,4,19,30,31,24,5,,4,3,3,4,3,1,2,1,0,0.00,0,0.00,51,1618.00,114,110.00,2011,57.00,2664,40.00,28058,16.50
2231,2022-12-21,7,14,18,26,34,37,35,1,,3,4,3,4,1,2,1,3,0,0.00,2,24347.00,27,1134.00,48,129.00,889,63.00,1165,45.00,12977,16.50
2230,2022-12-17,8,10,20,21,24,33,23,10,33,3,4,3,4,2,1,3,1,0,0.00,0,0.00,27,1926.00,75,107.00,1151,59.00,1590,39.00,15742,16.50
2229,2022-12-14,9,22,26,31,32,33,15,8,"9,15",2,5,4,3,1,1,2,3,1,6333333.00,1,47927.00,23,1273.00,50,128.00,920,63.00,1294,43.00,13302,16.50
2228,2022-12-10,5,7,9,19,24,36,15,1,9,5,2,5,2,3,2,1,1,0,0.00,0,0.00,20,2129.00,76,98.00,1235,52.00,1545,38.00,16215,16.50
2227,2022-12-07,8,9,13,23,25,40,12,7,"9,12",4,3,4,3,2,2,2,1,0,0.00,0,0.00,27,1337.00,64,89.00,966,50.00,1277,35.00,12806,16.50
2226,2022-12-03,1,9,12,19,21,33,36,10,"12,21",4,3,5,2,2,2,1,2,1,5500000.00,1,37789.00,25,1116.00,79,100.00,1112,52.00,1371,42.00,15154,16.50
2225,2022-11-30,4,8,10,12,21,28,5,8,"5,21",5,2,2,5,4,1,2,0,0,0.00,2,15986.00,22,935.00,80,68.00,1093,43.00,1374,31.00,12779,16.50
2224,2022-11-26,3,5,27,29,31,38,21,5,29,2,5,6,1,2,0,3,2,1,24000000.00,1,52095.00,60,1185.00,134,112.00,2368,57.00,3138,40.00,32022,16.50
2223,2022-11-23,14,15,16,20,29,39,11,7,,5,2,4,3,0,5,1,1,0,0.00,0,0.00,60,1420.00,97,119.00,1713,60.00,2411,41.00,24176,16.50
2222,2022-11-19,4,6,12,23,26,27,19,9,"19,23",4,3,3,4,2,2,3,0,0,0.00,1,39685.00,55,995.00,111,101.00,1861,55.00,2667,36.00,24776,16.50
2221,2022-11-16,2,13,23,24,34,40,19,4,"13,40",3,4,3,4,1,2,2,2,0,0.00,1,38842.00,30,1301.00,78,114.00,1400,59.00,1833,40.00,19305,16.50
2220,2022-11-12,13,22,25,26,37,40,6,7,26,2,5,3,4,1,1,3,2,0,0.00,3,21997.00,45,1121.00,130,97.00,1674,58.00,2239,40.00,22879,16.50
2219,2022-11-09,10,11,20,24,26,32,17,8,17,4,3,2,5,1,3,2,1,0,0.00,2,25402.00,35,1121.00,71,110.00,1236,57.00,1722,38.00,17412,16.50
2218,2022-11-05,12,17,18,22,25,27,38,3,"12,22",3,4,3,4,0,3,3,1,0,0.00,1,43189.00,36,1089.00,93,101.00,1682,48.00,1869,40.00,22039,16.50
2217,2022-11-02,12,20,22,24,28,31,4,1,20,3,4,1,6,1,2,3,1,0,0.00,2,20416.00,28,1050.00,58,102.00,907,58.00,1250,39.00,12348,16.50
2216,2022-10-29,17,20,26,32,33,39,9,6,39,3,4,4,3,1,2,1,3,0,0.00,1,46898.00,19,1581.00,73,112.00,1080,64.00,1526,42.00,15150,16.50
2215,2022-10-26,7,15,21,22,29,39,37,2,"15,29",2,5,6,1,1,1,3,2,0,0.00,1,35898.00,14,1421.00,53,105.00,830,57.00,1013,42.00,11630,16.50
2214,2022-10-22,6,9,15,29,33,34,27,6,,3,4,5,2,2,1,2,2,0,0.00,2,22428.00,24,1364.00,71,106.00,1002,64.00,1507,41.00,15049,16.50
2213,2022-10-19,10,12,17,25,30,32,23,6,"10,17",3,4,3,4,1,2,3,1,1,16000000.00,0,0.00,36,1504.00,81,108.00,1258,56.00,1802,38.00,18012,16.50
2212,2022-10-15,2,4,8,10,15,33,17,10,15,6,1,3,4,4,2,0,1,0,0.00,0,0.00,39,1659.00,91,108.00,1450,57.00,1998,40.00,20207,16.50
2211,2022-10-12,9,15,22,27,37,39,31,1,31,2,5,6,1,1,1,2,3,0,0.00,0,0.00,25,1881.00,58,126.00,1032,61.00,1403,43.00,14346,16.50
2210,2022-10-08,4,10,12,25,31,40,36,1,25,3,4,2,5,2,1,1,3,0,0.00,0,0.00,21,2264.00,67,118.00,1245,56.00,1535,44.00,17459,16.50
2209,2022-10-05,2,8,9,16,25,34,21,10,16,4,3,3,4,3,1,2,1,0,0.00,0,0.00,15,2283.00,52,113.00,796,61.00,1069,44.00,11367,16.50
2208,2022-10-01,4,16,29,31,32,33,3,9,"3,31",3,4,4,3,2,1,1,3,0,0.00,0,0.00,23,2118.00,67,124.00,1050,63.00,1345,46.00,14261,16.50
2207,2022-09-28,1,3,6,20,31,37,11,8,11,5,2,5,2,3,2,0,2,0,0.00,2,18373.00,17,1225.00,54,101.00,760,59.00,1060,38.00,10118,16.50
2206,2022-09-24,7,15,23,25,26,27,11,10,27,3,4,6,1,1,2,4,0,1,4250000.00,0,0.00,21,1938.00,70,97.00,947,58.00,1433,37.00,13836,16.50
2205,2022-09-21,8,13,24,27,28,35,40,3,,2,5,3,4,1,1,3,2,1,23333333.00,0,0.00,38,1964.00,115,110.00,2019,56.00,2679,39.00,28482,16.50
2204,2022-09-17,3,9,12,34,37,38,18,2,"18,34",4,3,3,4,2,2,0,3,0,0.00,1,55266.00,45,1355.00,121,114.00,1895,63.00,2697,41.00,26810,16.50
2203,2022-09-14,4,5,18,27,31,34,30,8,,3,4,3,4,2,1,2,2,0,0.00,0,0.00,39,1594.00,80,124.00,1465,58.00,1912,41.00,20042,16.50
2202,2022-09-10,2,10,14,17,21,33,35,2,21,4,3,4,3,2,2,1,2,0,0.00,0,0.00,40,1724.00,98,113.00,1661,56.00,2033,43.00,22821,16.50
2201,2022-09-07,5,12,19,21,26,38,37,9,"12,19,38",3,4,4,3,1,2,2,2,0,0.00,1,54791.00,21,1309.00,67,114.00,1210,54.00,1388,44.00,16082,16.50
2200,2022-09-03,12,16,19,24,38,39,6,1,24,4,3,2,5,1,3,1,2,0,0.00,0,0.00,57,1579.00,111,111.00,1832,61.00,2332,42.00,24477,16.50
2199,2022-08-31,8,13,14,24,31,33,35,4,35,3,4,4,3,1,2,1,3,0,0.00,1,28795.00,31,1121.00,48,133.00,1088,57.00,1327,43.00,14743,16.50
2198,2022-08-27,12,21,30,32,35,39,17,6,30,2,5,4,3,0,2,2,3,0,0.00,2,29021.00,28,1369.00,79,111.00,1162,63.00,1561,44.00,16772,16.50
2197,2022-08-24,6,18,24,29,30,34,31,1,"6,31",2,5,2,5,1,1,3,2,0,0.00,0,0.00,20,1755.00,52,118.00,777,61.00,998,46.00,10899,16.50
2196,2022-08-20,6,13,28,31,33,38,15,1,,3,4,4,3,1,2,1,3,0,0.00,1,37724.00,27,1242.00,66,108.00,915,64.00,1225,45.00,13185,16.50
2195,2022-08-17,1,5,11,20,27,32,10,1,,5,2,4,3,3,2,1,1,1,8200000.00,0,0.00,35,1286.00,65,95.00,936,57.00,1308,38.00,12987,16.50
2194,2022-08-13,19,23,24,28,30,36,14,6,,2,5,2,5,0,2,4,1,0,0.00,0,0.00,31,1721.00,86,103.00,1148,60.00,1516,42.00,16456,16.50
2193,2022-08-10,1,2,20,29,32,33,4,5,"2,29",4,3,3,4,3,1,1,2,0,0.00,0,0.00,15,2191.00,51,117.00,754,63.00,1086,42.00,11053,16.50
2192,2022-08-06,13,21,29,37,38,39,2,10,2,2,5,5,2,1,1,2,3,0,0.00,0,0.00,23,1870.00,62,121.00,993,62.00,1288,46.00,13209,16.50
2191,2022-08-03,2,7,25,27,28,35,40,7,,2,5,4,3,2,0,3,2,1,6500000.00,1,27800.00,18,1299.00,55,107.00,1075,51.00,1302,38.00,14053,16.50
2190,2022-07-30,6,12,16,23,24,36,13,10,13,4,3,2,5,1,3,2,1,0,0.00,1,31133.00,22,1289.00,55,124.00,1034,57.00,1391,42.00,14077,16.50
2189,2022-07-27,13,15,19,20,28,32,10,2,,5,2,3,4,1,4,1,1,0,0.00,0,0.00,13,2242.00,45,112.00,748,60.00,1113,38.00,10364,16.50
2188,2022-07-23,1,7,8,11,26,33,4,5,,5,2,4,3,4,1,1,1,2,7333333.00,3,23715.00,31,1254.00,106,90.00,1787,51.00,2535,33.00,23809,16.50
2187,2022-07-20,5,19,22,24,25,28,30,10,30,2,5,3,4,1,1,5,0,0,0.00,0,0.00,30,1576.00,78,98.00,1154,54.00,1530,39.00,15338,16.50
2186,2022-07-16,3,16,18,30,31,34,17,8,3,4,3,3,4,1,3,1,2,0,0.00,1,42499.00,34,1280.00,73,126.00,1397,62.00,1919,43.00,20248,16.50
2185,2022-07-13,2,3,6,9,15,40,8,3,2,6,1,3,4,5,1,0,1,0,0.00,2,27046.00,39,870.00,90,78.00,1280,47.00,1653,33.00,15946,16.50
2184,2022-07-09,2,22,23,24,32,38,25,1,"24,38",1,6,2,5,1,0,4,2,0,0.00,1,33258.00,27,1322.00,81,113.00,1141,64.00,1557,43.00,16176,16.50
2183,2022-07-06,10,24,28,31,35,38,11,1,,2,5,3,4,1,1,2,3,0,0.00,0,0.00,19,2029.00,55,114.00,812,64.00,1075,45.00,11331,16.50
2182,2022-07-02,4,7,23,26,27,33,2,1,"7,27",3,4,4,3,3,0,3,1,0,0.00,0,0.00,14,2993.00,66,112.00,1136,59.00,1501,40.00,15607,16.50
2181,2022-06-29,7,10,25,27,28,29,18,3,29,3,4,4,3,2,1,4,0,0,0.00,0,0.00,21,1659.00,82,74.00,989,49.00,1413,33.00,12676,16.50
2180,2022-06-25,4,20,33,37,39,40,29,2,29,2,5,4,3,1,1,1,4,0,0.00,0,0.00,25,1919.00,56,130.00,958,65.00,1440,43.00,14165,16.50
2179,2022-06-22,2,5,9,22,29,34,1,7,,4,3,4,3,4,0,2,1,1,12250000.00,1,28133.00,27,1220.00,68,105.00,1252,54.00,1747,36.00,17340,16.50
2178,2022-06-18,6,13,15,17,33,38,3,4,,5,2,5,2,2,3,0,2,0,0.00,1,60846.00,24,1501.00,84,113.00,1336,62.00,2016,38.00,19712,16.50
2177,2022-06-15,9,12,21,22,25,35,8,2,21,3,4,4,3,2,1,3,1,0,0.00,0,0.00,23,1685.00,53,121.00,955,57.00,1342,38.00,13484,16.50
2176,2022-06-11,3,4,5,21,24,40,33,6,21,3,4,4,3,3,0,2,2,0,0.00,3,24329.00,35,1035.00,83,104.00,1231,56.00,1586,40.00,17078,16.50
2175,2022-06-08,10,11,17,19,32,36,21,9,"10,19,36",4,3,4,3,1,3,1,2,0,0.00,0,0.00,18,1986.00,40,125.00,703,64.00,976,43.00,10480,16.50
2174,2022-06-04,5,10,19,30,31,36,34,7,5,3,4,3,4,2,1,1,3,0,0.00,0,0.00,24,1954.00,63,124.00,1168,58.00,1423,44.00,16923,16.50
2173,2022-06-01,2,5,6,9,25,35,13,2,13,5,2,5,2,4,1,1,1,1,6333333.00,1,29529.00,18,1250.00,66,91.00,1014,50.00,1332,35.00,12999,16.50
2172,2022-05-28,10,13,17,26,30,31,12,7,,4,3,3,4,1,3,2,1,0,0.00,3,27246.00,33,1044.00,71,108.00,1321,52.00,1741,37.00,17712,16.50
2171,2022-05-25,1,3,14,20,29,33,25,7,,4,3,5,2,2,2,2,1,0,0.00,2,34451.00,19,1195.00,49,110.00,822,58.00,1065,41.00,11590,16.50
2170,2022-05-21,12,15,19,28,39,40,17,4,,4,3,4,3,0,4,1,2,1,9000000.00,2,26770.00,21,1549.00,78,113.00,1265,60.00,1829,40.00,18320,16.50
2169,2022-05-18,1,7,23,29,31,37,22,4,"7,31",2,5,6,1,2,0,3,2,0,0.00,1,32486.00,29,991.00,49,116.00,883,57.00,1225,39.00,12168,16.50
2168,2022-05-14,3,5,7,18,31,35,4,6,,5,2,5,2,4,1,0,2,0,0.00,0,0.00,27,1756.00,65,117.00,1225,54.00,1578,39.00,16313,16.50
2167,2022-05-11,21,22,25,28,33,37,2,1,,1,6,4,3,1,0,4,2,0,0.00,0,0.00,18,1942.00,39,131.00,707,64.00,924,45.00,9443,16.50
2166,2022-05-07,5,14,16,24,31,39,30,8,"5,31",3,4,3,4,1,2,2,2,1,5333333.00,3,25149.00,39,1238.00,112,108.00,1697,59.00,2232,42.00,23360,16.50
2165,2022-05-04,5,19,21,26,28,31,34,5,,2,5,4,3,1,1,3,2,0,0.00,0,0.00,25,1492.00,62,107.00,952,54.00,1120,43.00,13480,16.50
2164,2022-04-30,2,6,15,22,29,38,27,8,,3,4,3,4,2,1,3,1,1,13000000.00,0,0.00,48,1509.00,106,103.00,1758,55.00,2203,40.00,22820,16.50
2163,2022-04-27,12,16,19,24,25,37,1,5,"19,25",4,3,4,3,1,3,2,1,0,0.00,2,33813.00,31,1188.00,72,112.00,1152,59.00,1507,41.00,16217,16.50
2162,2022-04-23,3,13,19,23,30,32,25,5,"3,19",3,4,5,2,1,2,3,1,0,0.00,0,0.00,46,1331.00,97,97.00,1551,51.00,1957,38.00,20278,16.50
2161,2022-04-20,3,4,15,17,19,34,11,5,4,6,1,5,2,2,4,0,1,0,0.00,2,24721.00,28,1059.00,77,92.00,888,58.00,1300,36.00,12760,16.50
2160,2022-04-16,4,21,22,23,30,37,7,10,"4,37",2,5,4,3,2,0,4,1,0,0.00,0,0.00,31,1847.00,72,115.00,1149,64.00,1566,41.00,15789,16.50
2159,2022-04-13,4,5,31,32,39,40,37,10,4,2,5,4,3,2,0,0,5,0,0.00,0,0.00,18,1933.00,40,128.00,641,70.00,967,46.00,10134,16.50
2158,2022-04-09,4,13,27,28,35,36,21,7,"21,27",2,5,4,3,1,1,3,2,1,8500000.00,0,0.00,34,1722.00,93,105.00,1281,62.00,1883,40.00,18337,16.50
2157,2022-04-06,7,10,27,31,37,38,21,6,"37,38",2,5,5,2,2,0,2,3,0,0.00,0,0.00,18,2017.00,55,114.00,884,59.00,1260,39.00,12093,16.50
2156,2022-04-02,2,9,17,18,30,38,37,8,,4,3,3,4,2,2,1,2,0,0.00,0,0.00,26,1888.00,75,111.00,1176,57.00,1398,44.00,16611,16.50
2155,2022-03-30,4,5,6,15,22,40,39,1,5,4,3,3,4,3,1,1,2,0,0.00,2,20882.00,28,987.00,35,131.00,798,56.00,914,45.00,10627,16.50
2154,2022-03-26,2,5,11,20,23,25,35,4,"5,23",4,3,5,2,2,2,2,1,1,28166667.00,0,0.00,60,1637.00,165,105.00,2788,51.00,3311,40.00,36721,16.50
2153,2022-03-23,1,5,16,23,24,39,38,10,23,3,4,4,3,2,1,2,2,0,0.00,0,0.00,52,1701.00,102,124.00,1792,60.00,2303,44.00,25328,16.50
2152,2022-03-19,17,20,23,30,31,40,9,9,,3,4,4,3,1,2,2,2,0,0.00,1,51517.00,53,1145.00,152,100.00,2073,60.00,2946,40.00,28505,16.50
2151,2022-03-16,4,11,14,15,24,35,22,6,22,4,3,3,4,1,3,2,1,0,0.00,1,39093.00,32,1334.00,101,105.00,1683,58.00,2378,39.00,23124,16.50
2150,2022-03-12,5,22,23,26,28,34,32,5,"5,28",1,6,2,5,1,0,4,2,0,0.00,1,59337.00,37,1298.00,93,123.00,1736,59.00,2449,40.00,25085,16.50
2149,2022-03-09,5,13,15,16,28,39,9,3,"5,39",5,2,5,2,2,3,1,1,0,0.00,2,31253.00,29,1231.00,68,112.00,1225,60.00,1763,38.00,17371,16.50
2148,2022-03-05,5,6,12,18,25,27,39,3,6,4,3,4,3,2,2,2,1,0,0.00,1,43084.00,49,895.00,80,112.00,1835,48.00,2103,39.00,23767,16.50
2147,2022-03-02,3,6,16,23,32,38,11,8,,4,3,3,4,2,2,1,2,0,0.00,0,0.00,29,1606.00,77,100.00,1094,58.00,1428,40.00,14855,16.50
2146,2022-02-26,1,20,21,26,27,36,12,7,"12,27",3,4,3,4,1,2,3,1,0,0.00,2,34901.00,32,1296.00,69,123.00,1325,59.00,1859,39.00,17671,16.50
2145,2022-02-23,10,12,17,27,29,30,13,1,"17,29",4,3,4,3,1,3,3,0,0,0.00,1,22349.00,29,934.00,44,114.00,886,54.00,1183,38.00,11680,16.50
2144,2022-02-19,6,14,17,24,29,32,38,5,38,3,4,2,5,1,2,2,2,0,0.00,1,45455.00,26,1201.00,65,117.00,1260,55.00,1478,43.00,16913,16.50
2143,2022-02-16,5,7,33,34,38,40,2,8,"7,33",3,4,3,4,3,0,0,4,0,0.00,0,0.00,21,1676.00,44,125.00,779,61.00,953,44.00,10738,16.50
2142,2022-02-12,8,11,15,27,32,33,7,2,,4,3,5,2,2,2,1,2,1,8500000.00,2,35120.00,23,1457.00,70,116.00,1237,61.00,1819,38.00,17215,16.50
2141,2022-02-09,3,12,22,31,34,35,18,2,"12,22",3,4,3,4,1,2,1,3,0,0.00,0,0.00,19,1993.00,57,108.00,768,65.00,1070,43.00,11486,16.50
2140,2022-02-05,5,11,12,22,33,39,10,9,39,4,3,4,3,2,2,1,2,0,0.00,0,0.00,30,1654.00,68,108.00,1218,56.00,1602,38.00,15668,16.50
2139,2022-02-02,9,16,25,29,32,39,34,7,"16,25,29",2,5,4,3,1,1,2,3,0,0.00,2,17722.00,18,1214.00,50,109.00,835,58.00,1044,44.00,11185,16.50
2138,2022-01-29,12,16,19,25,29,36,35,3,"25,36",3,4,4,3,0,3,2,2,1,21000000.00,1,47295.00,57,1113.00,108,119.00,2007,57.00,2511,43.00,27206,16.50
2137,2022-01-26,6,15,25,34,36,38,1,8,25,3,4,3,4,2,1,1,3,0,0.00,0,0.00,31,1929.00,78,124.00,1225,66.00,1664,45.00,18088,16.50
2136,2022-01-22,2,4,11,13,25,27,40,5,"2,4,11,13",4,3,4,3,2,2,2,1,0,0.00,2,28804.00,49,943.00,96,106.00,1848,49.00,2223,39.00,24501,16.50
2135,2022-01-19,2,4,11,13,23,32,17,7,"13,17",5,2,4,3,2,3,1,1,0,0.00,2,22503.00,36,992.00,91,89.00,1353,52.00,1911,35.00,18329,16.50
2134,2022-01-15,13,17,20,21,30,34,40,5,"13,20",3,4,3,4,0,3,2,2,0,0.00,2,27207.00,34,1229.00,95,104.00,1410,59.00,1854,41.00,19733,16.50
2133,2022-01-12,8,13,20,24,25,32,31,4,24,3,4,3,4,1,2,2,2,0,0.00,0,0.00,24,1757.00,61,115.00,997,58.00,1289,43.00,14120,16.50
2132,2022-01-08,14,15,16,23,24,38,28,8,"15,38",3,4,2,5,0,3,3,1,0,0.00,0,0.00,24,2033.00,76,109.00,1184,62.00,1615,42.00,16499,16.50
2131,2022-01-05,9,15,17,32,37,38,20,5,20,4,3,4,3,1,3,0,3,0,0.00,1,39728.00,14,1564.00,49,124.00,850,62.00,1044,45.00,11719,16.50
2130,2022-01-01,3,6,19,20,23,29,21,9,,4,3,5,2,2,2,3,0,0,0.00,1,34653.00,27,1145.00,91,94.00,1261,54.00,1595,40.00,16909,16.50
2129,2021-12-29,5,7,12,13,39,40,2,1,"5,12",5,2,4,3,3,2,0,2,1,17200000.00,1,33417.00,38,1115.00,83,108.00,1350,58.00,1866,38.00,18847,16.50
2128,2021-12-25,1,3,5,11,12,38,34,8,"3,12",5,2,4,3,3,2,0,2,0,0.00,2,27879.00,63,1050.00,128,119.00,2703,50.00,3133,41.00,35615,16.50
2127,2021-12-22,12,17,18,29,35,36,3,1,"3,17",4,3,4,3,1,3,1,2,0,0.00,1,46995.00,32,1246.00,76,117.00,1227,62.00,1704,42.00,17054,16.50
2126,2021-12-18,3,4,6,13,14,17,9,7,"4,9",7,0,4,3,4,3,0,0,0,0.00,1,54721.00,36,1152.00,115,85.00,1682,51.00,2376,34.00,22691,16.50
2125,2021-12-15,4,9,19,23,27,29,28,5,28,3,4,5,2,2,1,4,0,0,0.00,0,0.00,33,1240.00,73,95.00,1242,46.00,1548,36.00,15943,16.50
2124,2021-12-11,15,20,24,31,34,36,28,1,"28,36",2,5,2,5,0,2,2,3,0,0.00,2,39293.00,25,1304.00,62,125.00,964,69.00,1365,46.00,14075,16.50
2123,2021-12-08,5,10,12,28,32,36,37,4,,3,4,2,5,2,1,1,3,0,0.00,0,0.00,11,2746.00,43,130.00,839,59.00,993,46.00,11511,16.50
2122,2021-12-04,2,9,21,24,29,39,18,7,,3,4,4,3,2,1,3,1,0,0.00,2,26695.00,22,1305.00,86,95.00,1174,56.00,1620,37.00,15927,16.50
2121,2021-12-01,6,10,11,15,28,31,14,5,31,5,2,3,4,2,3,1,1,1,6333333.00,2,16007.00,29,969.00,58,100.00,1005,52.00,1216,39.00,12990,16.50
2120,2021-11-27,8,17,20,26,31,37,7,4,20,4,3,4,3,2,2,1,2,0,0.00,2,28496.00,26,1229.00,70,109.00,1211,58.00,1610,39.00,15867,16.50
2119,2021-11-24,2,4,6,13,20,36,28,5,"2,4,28",5,2,1,6,3,2,1,1,0,0.00,0,0.00,22,1646.00,51,109.00,839,56.00,1085,40.00,11355,16.50
2118,2021-11-20,2,3,4,17,24,28,8,3,,5,2,2,5,4,1,2,0,1,10333333.00,0,0.00,46,1367.00,136,79.00,1635,52.00,2412,32.00,21443,16.50
2117,2021-11-17,6,7,10,30,34,39,20,9,"6,30,39",4,3,2,5,3,1,1,2,0,0.00,0,0.00,27,1704.00,48,127.00,907,63.00,1288,41.00,12741,16.50
2116,2021-11-13,6,16,18,25,30,39,5,5,18,4,3,3,4,2,2,2,1,0,0.00,2,27109.00,26,1329.00,93,106.00,1203,60.00,1914,38.00,17165,16.50
2115,2021-11-10,9,12,18,21,37,40,26,7,"18,26,37",3,4,3,4,1,2,2,2,0,0.00,0,0.00,17,1979.00,61,101.00,931,56.00,1225,39.00,13407,16.50
2114,2021-11-06,5,18,20,26,31,37,15,4,15,4,3,4,3,1,3,1,2,0,0.00,2,24178.00,25,1379.00,62,118.00,1096,62.00,1479,42.00,15680,16.50
2113,2021-11-03,10,15,17,25,33,35,16,5,17,4,3,5,2,1,3,1,2,1,4333333.00,0,0.00,27,1412.00,51,118.00,997,52.00,1142,42.00,12670,16.50
2112,2021-10-30,5,7,8,17,21,40,39,8,,4,3,5,2,3,1,1,2,1,6333333.00,3,21883.00,37,964.00,91,101.00,1563,46.00,1660,40.00,20274,16.50
2111,2021-10-27,27,28,31,32,36,38,9,9,32,1,6,3,4,1,0,2,4,0,0.00,1,37222.00,17,1419.00,47,126.00,725,68.00,1069,45.00,10351,16.50
2110,2021-10-23,12,13,18,21,26,32,17,10,,4,3,3,4,0,4,2,1,0,0.00,0,0.00,22,2067.00,60,116.00,1017,61.00,1329,43.00,14287,16.50
2109,2021-10-20,2,3,4,7,19,31,8,9,"2,7,19",6,1,4,3,5,1,0,1,1,42200000.00,2,39075.00,93,1108.00,279,85.00,3718,54.00,5184,36.00,51287,16.50
2108,2021-10-16,2,7,19,28,32,40,13,1,"2,19,28",4,3,3,4,2,2,1,2,0,0.00,2,39867.00,85,1111.00,202,104.00,3192,57.00,4189,40.00,43705,16.50
2107,2021-10-13,5,19,21,28,30,39,2,10,"5,28",3,4,4,3,2,1,3,1,0,0.00,2,45914.00,63,1155.00,140,116.00,2274,62.00,3052,42.00,33119,16.50
2106,2021-10-09,1,5,13,28,33,37,25,10,"28,37",3,4,6,1,2,1,2,2,0,0.00,3,36230.00,64,1173.00,176,101.00,2245,61.00,3122,41.00,32143,16.50
2105,2021-10-06,9,21,22,32,35,37,28,5,9,1,6,4,3,1,0,3,3,0,0.00,3,29365.00,45,1338.00,127,111.00,1923,60.00,2560,42.00,26689,16.50
2104,2021-10-02,8,9,10,14,23,38,2,2,"23,38",5,2,2,5,4,1,1,1,0,0.00,2,32037.00,45,1313.00,124,112.00,2135,57.00,3228,37.00,29284,16.50
2103,2021-09-29,12,23,25,33,38,40,6,9,"23,33,40",2,5,3,4,1,1,2,3,0,0.00,2,34007.00,36,1191.00,85,116.00,1427,60.00,1874,42.00,19238,16.50
2102,2021-09-25,5,16,19,23,33,40,20,1,23,4,3,4,3,1,3,1,2,0,0.00,0,0.00,44,1664.00,98,114.00,1562,59.00,2147,41.00,22343,16.50
2101,2021-09-22,8,11,21,23,28,34,4,3,"21,23",3,4,3,4,2,1,3,1,0,0.00,2,33710.00,28,1200.00,67,107.00,1256,55.00,1719,37.00,17765,16.50
2100,2021-09-18,6,15,18,19,21,32,23,1,"19,23",4,3,4,3,1,3,2,1,0,0.00,3,28726.00,41,1136.00,77,112.00,1225,61.00,1808,40.00,17731,16.50
2099,2021-09-15,14,19,22,24,28,37,23,9,"14,23",2,5,3,4,0,2,4,1,0,0.00,1,25013.00,27,1156.00,54,117.00,1022,58.00,1267,41.00,13233,16.50
2098,2021-09-11,4,14,17,21,23,35,32,7,35,3,4,4,3,1,2,2,2,0,0.00,2,37815.00,26,1223.00,86,100.00,1262,55.00,1599,41.00,17901,16.50
