Draw,Date,Winning Number 1,2,3,4,5,6,Bonus Number,Powerball,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
2450,2025-01-25,1,9,17,23,34,38,25,6,"1,25",3,4,5,2,2,1,2,2,0,0.00,1,33916.00,33,1097.00,80,95.00,1078,61.00,1513,39.00,15625,16.50
2449,2025-01-22,1,5,10,16,20,25,28,6,,5,2,3,4,3,2,2,0,1,8333333.00,1,41149.00,38,785.00,79,93.00,1399,43.00,1585,36.00,16047,16.50
2448,2025-01-18,12,13,21,26,34,38,14,3,34,3,4,2,5,0,3,2,2,0,0.00,0,0.00,25,2065.00,74,118.00,1291,59.00,1582,44.00,17927,16.50
2447,2025-01-15,3,9,20,34,37,40,19,8,"37,40",4,3,4,3,2,2,0,3,0,0.00,2,36739.00,17,1495.00,57,122.00,919,63.00,1348,41.00,13252,16.50
2446,2025-01-11,7,10,13,22,37,40,17,6,13,4,3,4,3,2,2,1,2,0,0.00,0,0.00,31,1561.00,57,112.00,1158,55.00,1659,36.00,16400,16.50
2445,2025-01-08,14,15,20,32,33,34,13,9,20,4,3,3,4,0,4,0,3,1,7000000.00,0,0.00,24,1877.00,52,130.00,869,68.00,1209,46.00,12585,16.50
2444,2025-01-04,2,16,20,28,31,36,11,6,16,4,3,2,5,1,3,1,2,0,0.00,0,0.00,38,1517.00,71,110.00,1215,61.00,1625,40.00,16482,16.50
2443,2025-01-01,8,16,17,21,23,27,32,5,,3,4,4,3,1,2,3,1,0,0.00,0,0.00,25,1752.00,82,100.00,1198,53.00,1500,40.00,16454,16.50
2442,2024-12-28,2,9,19,26,30,36,13,4,"13,26",4,3,3,4,2,2,2,1,1,4333333.00,1,38157.00,43,1112.00,99,110.00,1654,58.00,2262,40.00,23116,16.50
2441,2024-12-25,6,13,15,18,29,31,26,2,,4,3,4,3,1,3,2,1,1,5333333.00,0,0.00,42,1746.00,100,112.00,1794,56.00,2278,41.00,24429,16.50
2440,2024-12-21,2,3,9,21,24,33,11,8,3,4,3,5,2,3,1,2,1,0,0.00,1,42441.00,45,1064.00,97,100.00,1536,56.00,2330,35.00,21475,16.50
2439,2024-12-18,3,13,14,23,31,35,32,1,"14,32",3,4,5,2,1,2,1,3,1,5000000.00,0,0.00,35,1439.00,63,112.00,1010,59.00,1241,44.00,13402,16.50
2438,2024-12-14,10,14,17,21,24,32,4,10,32,4,3,2,5,2,2,2,1,1,23333333.00,0,0.00,48,1799.00,148,94.00,1978,58.00,2696,40.00,28042,16.50
2437,2024-12-11,18,19,25,32,35,39,9,10,,3,4,5,2,1,2,1,3,0,0.00,1,43182.00,36,1287.00,97,116.00,1526,63.00,2086,43.00,21469,16.50
2436,2024-12-07,3,7,16,24,27,29,13,9,7,4,3,5,2,2,2,3,0,0,0.00,0,0.00,42,1636.00,113,92.00,1748,55.00,2512,35.00,23744,16.50
2435,2024-12-04,6,7,17,20,23,35,39,6,17,4,3,5,2,2,2,1,2,0,0.00,2,37946.00,34,1185.00,73,117.00,1365,57.00,1653,43.00,19252,16.50
2434,2024-11-30,3,10,17,25,27,28,11,1,"17,25,27,28",4,3,5,2,2,2,3,0,0,0.00,3,24053.00,44,997.00,116,87.00,1625,52.00,2113,37.00,21583,16.50
2433,2024-11-27,12,17,25,27,28,39,5,10,"17,27",3,4,5,2,1,2,3,1,0,0.00,2,25706.00,33,1106.00,91,94.00,1133,57.00,1580,38.00,15492,16.50
2432,2024-11-23,3,17,22,27,29,40,9,8,40,3,4,5,2,2,1,3,1,0,0.00,2,24872.00,36,1176.00,99,94.00,1424,55.00,2073,36.00,19830,16.50
2431,2024-11-20,7,15,20,30,38,40,16,5,7,4,3,2,5,1,3,1,2,0,0.00,1,33730.00,21,1306.00,58,115.00,1061,54.00,1288,41.00,14170,16.50
2430,2024-11-16,3,5,12,19,28,39,7,7,3,5,2,5,2,3,2,1,1,0,0.00,1,29279.00,38,1014.00,127,73.00,1393,51.00,2299,30.00,18347,16.50
2429,2024-11-13,3,11,29,30,32,38,23,2,,2,5,4,3,1,1,3,2,0,0.00,0,0.00,19,1985.00,50,116.00,812,64.00,1134,42.00,11375,16.50
2428,2024-11-09,2,12,13,16,18,28,21,7,,5,2,2,5,1,4,2,0,2,5250000.00,2,23401.00,45,1026.00,103,96.00,1735,50.00,2266,36.00,23909,16.50
2427,2024-11-06,7,17,30,31,38,40,14,2,,3,4,3,4,1,2,1,3,0,0.00,2,39258.00,33,1052.00,67,111.00,1112,58.00,1365,42.00,14508,16.50
2426,2024-11-02,5,13,21,29,33,39,23,10,39,2,5,7,0,1,1,3,2,0,0.00,0,0.00,32,1694.00,86,104.00,1263,59.00,1701,41.00,17008,16.50
2425,2024-10-30,10,22,24,25,31,36,39,1,"10,25",1,6,3,4,1,0,3,3,0,0.00,1,28657.00,27,1173.00,44,132.00,763,65.00,1042,46.00,11706,16.50
2424,2024-10-26,1,10,17,25,26,28,19,5,"17,28",4,3,4,3,2,2,3,0,0,0.00,2,27055.00,21,1326.00,70,100.00,1272,53.00,1855,34.00,17345,16.50
2423,2024-10-23,12,17,21,28,30,32,36,10,"21,30",2,5,2,5,0,2,3,2,1,30200000.00,2,46534.00,50,1223.00,123,115.00,2076,58.00,2543,43.00,28077,16.50
2422,2024-10-19,2,15,20,21,26,30,5,1,5,4,3,3,4,2,2,3,0,0,0.00,1,40985.00,49,1262.00,154,96.00,1999,60.00,2986,37.00,27769,16.50
2421,2024-10-16,5,6,11,17,18,40,19,4,11,6,1,4,3,2,4,0,1,0,0.00,0,0.00,50,1465.00,116,99.00,1751,55.00,2457,36.00,24231,16.50
2420,2024-10-12,10,11,20,24,28,33,23,1,"10,24",3,4,3,4,1,2,3,1,0,0.00,1,48659.00,52,1131.00,123,109.00,1897,58.00,2420,42.00,26195,16.50
2419,2024-10-09,1,3,10,24,32,38,7,3,3,4,3,3,4,4,0,1,2,0,0.00,1,37465.00,31,1326.00,101,97.00,1428,58.00,2253,36.00,20211,16.50
2418,2024-10-05,2,3,11,12,30,36,6,6,12,5,2,2,5,3,2,1,1,0,0.00,1,44294.00,49,1087.00,116,97.00,1556,60.00,2616,35.00,22555,16.50
2417,2024-10-02,10,12,22,28,31,39,17,8,"12,28",3,4,3,4,1,2,2,2,0,0.00,1,38255.00,36,1113.00,89,97.00,1197,59.00,1718,38.00,17259,16.50
2416,2024-09-28,12,16,24,28,34,35,32,8,,2,5,1,6,0,2,2,3,0,0.00,2,30403.00,36,1261.00,100,105.00,1522,58.00,2231,39.00,21095,16.50
2415,2024-09-25,2,3,5,17,27,30,10,10,10,5,2,4,3,4,1,2,0,0,0.00,1,25042.00,20,1311.00,98,78.00,1085,56.00,1592,35.00,14213,16.50
2414,2024-09-21,10,12,19,21,25,36,34,6,"19,34",3,4,3,4,1,2,2,2,0,0.00,1,38687.00,21,1478.00,81,107.00,1266,57.00,1619,43.00,18537,16.50
2413,2024-09-18,1,5,8,19,34,37,13,3,,5,2,5,2,3,2,0,2,0,0.00,0,0.00,23,1748.00,49,119.00,942,58.00,1352,39.00,13446,16.50
2412,2024-09-14,3,15,18,22,31,32,27,10,"3,15,22",3,4,4,3,1,2,2,2,0,0.00,1,37261.00,32,1151.00,52,138.00,1005,65.00,1422,44.00,14888,16.50
2411,2024-09-11,3,10,15,19,22,26,4,8,4,5,2,3,4,3,2,2,0,1,4333333.00,3,20369.00,18,1170.00,67,90.00,989,51.00,1379,36.00,13302,16.50
2410,2024-09-07,2,4,8,9,33,40,17,8,9,5,2,3,4,4,1,0,2,1,17071429.00,3,25886.00,46,1163.00,128,97.00,2133,53.00,2885,36.00,28056,16.50
2409,2024-09-04,9,16,28,31,35,36,24,2,"16,24",2,5,3,4,1,1,2,3,0,0.00,1,44198.00,32,1294.00,85,118.00,1266,65.00,1747,44.00,18244,16.50
2408,2024-08-31,8,14,16,24,34,39,4,2,4,4,3,1,6,2,2,1,2,0,0.00,3,19061.00,42,1319.00,154,89.00,1900,60.00,2729,40.00,26673,16.50
2407,2024-08-28,1,4,20,31,35,37,13,9,,4,3,5,2,2,2,0,3,0,0.00,2,31244.00,29,1458.00,66,129.00,1115,67.00,1673,44.00,16425,16.50
2406,2024-08-24,5,10,14,19,25,38,34,3,38,4,3,3,4,2,2,1,2,0,0.00,0,0.00,50,1362.00,81,122.00,1643,54.00,1893,43.00,22010,16.50
2405,2024-08-21,7,12,16,17,30,38,6,6,7,5,2,2,5,2,3,1,1,0,0.00,0,0.00,34,1477.00,68,108.00,1093,58.00,1623,38.00,15134,16.50
2404,2024-08-17,7,22,33,34,36,37,32,8,32,1,6,3,4,1,0,1,5,0,0.00,0,0.00,30,1840.00,81,99.00,1281,59.00,1676,41.00,16963,16.50
2403,2024-08-14,5,12,24,25,29,32,15,10,"24,25",3,4,4,3,1,2,3,1,0,0.00,0,0.00,25,1656.00,66,98.00,844,59.00,1090,41.00,11480,16.50
2402,2024-08-10,3,6,17,24,25,30,36,1,30,3,4,3,4,2,1,3,1,1,44066667.00,3,31572.00,79,1186.00,194,116.00,3307,57.00,4221,42.00,45423,16.50
2401,2024-08-07,13,15,29,30,31,40,12,3,29,3,4,4,3,0,3,2,2,0,0.00,0,0.00,75,1502.00,138,115.00,2426,58.00,3181,41.00,34446,16.50
2400,2024-08-03,1,17,19,27,28,29,24,1,17,3,4,5,2,1,2,4,0,0,0.00,3,36836.00,70,1054.00,152,105.00,2682,54.00,3345,39.00,35520,16.50
2399,2024-07-31,8,17,25,31,33,36,18,4,,3,4,4,3,1,2,1,3,0,0.00,2,31988.00,51,1209.00,111,123.00,2133,58.00,2741,42.00,28117,16.50
2398,2024-07-27,1,10,12,14,34,38,30,8,"1,38",4,3,1,6,2,2,1,2,0,0.00,1,55516.00,61,1196.00,156,104.00,2054,61.00,2795,43.00,29421,16.50
2397,2024-07-24,1,11,18,29,31,38,24,10,11,3,4,4,3,1,2,2,2,0,0.00,0,0.00,36,1939.00,100,116.00,1628,60.00,2089,43.00,22042,16.50
2396,2024-07-20,2,4,10,25,30,40,11,9,,4,3,2,5,3,1,2,1,0,0.00,1,49073.00,51,1037.00,119,106.00,1964,55.00,2686,39.00,27589,16.50
2395,2024-07-17,6,7,13,31,33,34,20,5,"7,13,31",4,3,4,3,2,2,0,3,0,0.00,1,38881.00,31,1307.00,94,110.00,1408,62.00,2028,41.00,20455,16.50
2394,2024-07-13,11,13,15,19,31,38,7,8,7,5,2,6,1,1,4,0,2,0,0.00,1,44114.00,44,1168.00,91,117.00,1790,55.00,2469,35.00,23778,16.50
2393,2024-07-10,2,7,16,23,30,40,36,10,16,3,4,2,5,2,1,2,2,0,0.00,0,0.00,16,2698.00,74,114.00,1255,56.00,1468,45.00,16631,16.50
2392,2024-07-06,9,12,16,17,24,28,18,3,"12,28",5,2,2,5,1,4,2,0,0,0.00,2,20024.00,52,912.00,110,94.00,1827,51.00,2389,36.00,23626,16.50
2391,2024-07-03,12,27,28,34,35,37,25,2,"27,34,35",1,6,4,3,0,1,3,3,0,0.00,0,0.00,21,2161.00,58,121.00,1046,62.00,1397,43.00,14144,16.50
2390,2024-06-29,1,7,8,32,34,35,27,9,"32,34",3,4,4,3,3,0,1,3,0,0.00,1,37860.00,32,1283.00,74,122.00,1213,65.00,1630,44.00,16977,16.50
2389,2024-06-26,12,16,32,34,36,39,3,1,3,3,4,2,5,1,2,0,4,0,0.00,0,0.00,17,2299.00,50,129.00,834,66.00,1123,46.00,11776,16.50
2388,2024-06-22,1,3,10,17,30,31,25,4,,4,3,5,2,3,1,2,1,0,0.00,2,23597.00,29,1086.00,79,102.00,1364,52.00,1767,37.00,18155,16.50
2387,2024-06-19,2,8,16,18,23,26,20,7,"8,20",5,2,1,6,2,3,2,0,1,5500000.00,1,30878.00,35,866.00,76,95.00,1118,51.00,1543,36.00,15452,16.50
2386,2024-06-15,3,8,13,20,38,40,35,2,35,4,3,3,4,2,2,0,3,0,0.00,3,24870.00,32,1155.00,66,123.00,1214,58.00,1481,44.00,17107,16.50
2385,2024-06-12,7,9,16,19,30,35,27,4,"30,35",4,3,5,2,2,2,2,1,1,4500000.00,1,25626.00,14,1491.00,67,97.00,882,59.00,1349,38.00,12732,16.50
2384,2024-06-08,10,21,22,30,35,37,5,2,22,2,5,4,3,2,0,3,2,0,0.00,7,7180041.00,137,1351.00,364,120.00,6346,60.00,8805,42.00,91419,16.50
2383,2024-06-05,2,13,15,22,23,33,32,3,"15,33",3,4,4,3,1,2,2,2,0,0.00,1,79461.00,127,1006.00,303,99.00,4648,52.00,5717,39.00,62818,16.50
2382,2024-06-01,15,20,33,34,38,39,16,7,16,3,4,3,4,0,3,0,4,0,0.00,3,43779.00,92,1224.00,184,124.00,3335,61.00,4352,44.00,45338,16.50
2381,2024-05-29,8,10,16,27,29,35,19,3,10,4,3,4,3,2,2,2,1,0,0.00,3,29963.00,57,1218.00,184,98.00,2532,58.00,3799,37.00,35843,16.50
2380,2024-05-25,7,10,28,33,37,39,4,4,"10,39",3,4,4,3,3,0,1,3,0,0.00,3,29595.00,65,1283.00,153,119.00,2724,59.00,3695,41.00,37126,16.50
2379,2024-05-22,10,19,21,29,36,39,14,10,21,3,4,4,3,1,2,2,2,0,0.00,1,45825.00,50,1187.00,115,116.00,1896,60.00,2428,43.00,25455,16.50
2378,2024-05-18,13,20,21,22,31,40,7,7,"13,21",3,4,4,3,1,2,2,2,0,0.00,2,35140.00,60,1123.00,178,89.00,2325,56.00,3532,36.00,31828,16.50
2377,2024-05-15,6,11,13,21,28,37,29,3,11,3,4,5,2,1,2,3,1,0,0.00,5,20551.00,53,1104.00,106,107.00,1816,56.00,2488,39.00,25743,16.50
2376,2024-05-11,11,19,31,32,35,38,39,9,19,2,5,5,2,0,2,0,5,0,0.00,3,26522.00,43,1390.00,120,119.00,1999,62.00,2733,42.00,27663,16.50
2375,2024-05-08,6,12,13,17,28,29,19,1,13,5,2,4,3,1,4,2,0,0,0.00,3,31992.00,41,1040.00,111,89.00,1516,54.00,2140,36.00,20162,16.50
2374,2024-05-04,11,13,15,20,30,38,25,8,"20,25",4,3,4,3,0,4,2,1,0,0.00,1,45595.00,33,1385.00,86,121.00,1731,57.00,2433,37.00,23338,16.50
2373,2024-05-01,12,14,17,20,25,34,35,10,12,4,3,3,4,0,4,1,2,0,0.00,1,35202.00,32,1193.00,90,109.00,1235,59.00,1474,46.00,16702,16.50
2372,2024-04-27,4,5,6,12,16,21,18,10,21,6,1,2,5,3,3,1,0,0,0.00,1,31774.00,33,1118.00,93,96.00,1386,54.00,1782,38.00,18625,16.50
2371,2024-04-24,19,21,27,30,34,37,20,5,"19,30",2,5,4,3,0,2,3,2,0,0.00,0,0.00,25,1724.00,58,115.00,908,63.00,1220,44.00,13506,16.50
2370,2024-04-20,5,23,26,30,32,33,19,10,19,2,5,4,3,1,1,3,2,0,0.00,0,0.00,29,1816.00,81,106.00,1054,65.00,1563,40.00,14663,16.50
2369,2024-04-17,1,2,14,15,17,19,34,9,14,6,1,4,3,2,4,0,1,0,0.00,1,36545.00,18,1212.00,40,131.00,760,59.00,943,46.00,11287,16.50
2368,2024-04-13,11,14,20,31,33,36,26,2,11,3,4,3,4,0,3,1,3,1,30166667.00,4,30890.00,72,1270.00,159,122.00,2736,63.00,3735,42.00,38535,16.50
2367,2024-04-10,8,11,12,17,21,24,9,10,21,5,2,4,3,2,3,2,0,0,0.00,1,41875.00,58,1092.00,147,95.00,2179,55.00,3019,37.00,29349,16.50
2366,2024-04-06,2,5,6,10,21,30,36,3,30,4,3,2,5,4,0,2,1,0,0.00,1,53562.00,68,1011.00,129,117.00,2644,51.00,2962,42.00,34981,16.50
2365,2024-04-03,9,11,16,17,29,30,25,2,"29,30",4,3,5,2,1,3,3,0,0,0.00,4,28071.00,34,1321.00,114,108.00,1743,58.00,2416,39.00,24932,16.50
2364,2024-03-30,3,20,29,30,32,40,14,5,,3,4,2,5,1,2,2,2,0,0.00,0,0.00,56,1635.00,126,111.00,1912,60.00,2498,42.00,26763,16.50
2363,2024-03-27,6,8,12,15,25,38,7,8,"7,15",5,2,3,4,3,2,1,1,0,0.00,2,26524.00,22,1549.00,84,110.00,1527,55.00,1969,38.00,20515,16.50
2362,2024-03-23,7,9,11,16,28,37,15,4,37,5,2,5,2,2,3,1,1,0,0.00,0,0.00,34,1863.00,90,109.00,1690,54.00,2103,40.00,23125,16.50
2361,2024-03-20,1,18,21,23,32,37,36,8,,2,5,4,3,1,1,2,3,0,0.00,0,0.00,37,1550.00,75,112.00,1201,59.00,1548,43.00,16382,16.50
2360,2024-03-16,5,7,17,20,33,38,39,10,5,4,3,5,2,2,2,0,3,0,0.00,2,28159.00,34,1222.00,69,124.00,1204,61.00,1527,45.00,17275,16.50
2359,2024-03-13,5,15,23,24,30,36,34,8,"15,23,24,34,36",2,5,3,4,1,1,3,2,0,0.00,1,32677.00,19,1436.00,58,113.00,962,58.00,1177,44.00,13347,16.50
2358,2024-03-09,12,15,22,24,34,36,23,5,,2,5,2,5,0,2,3,2,0,0.00,0,0.00,32,1577.00,90,99.00,1216,57.00,1586,41.00,16556,16.50
2357,2024-03-06,13,17,27,33,35,38,19,8,17,3,4,6,1,0,3,1,3,0,0.00,0,0.00,24,1558.00,48,108.00,854,56.00,1189,39.00,11546,16.50
2356,2024-03-02,1,5,6,28,29,40,17,1,"5,28",4,3,4,3,3,1,2,1,1,12333333.00,0,0.00,45,1503.00,105,101.00,1570,57.00,2184,39.00,22090,16.50
2355,2024-02-28,5,13,26,28,30,34,15,2,13,3,4,3,4,1,2,3,1,0,0.00,2,30242.00,30,1304.00,61,123.00,1110,62.00,1534,42.00,15954,16.50
2354,2024-02-24,6,13,16,35,36,38,7,3,,4,3,3,4,2,2,0,3,0,0.00,0,0.00,39,1674.00,72,127.00,1221,65.00,1814,43.00,17598,16.50
2353,2024-02-21,1,20,22,24,28,34,29,2,"22,24,34",2,5,2,5,1,1,4,1,0,0.00,2,26274.00,31,1059.00,53,117.00,965,57.00,1236,42.00,12886,16.50
2352,2024-02-17,5,6,10,22,24,34,26,7,"22,26",3,4,1,6,3,0,3,1,0,0.00,3,25925.00,28,1193.00,87,101.00,1265,56.00,1616,40.00,18072,16.50
2351,2024-02-14,22,25,26,27,32,40,35,1,40,0,7,3,4,0,0,4,3,0,0.00,0,0.00,19,2014.00,57,116.00,794,63.00,1000,47.00,11217,16.50
2350,2024-02-10,5,10,17,28,33,40,3,3,3,4,3,4,3,3,1,1,2,1,8333333.00,1,30837.00,40,1020.00,94,102.00,1509,54.00,2240,36.00,19737,16.50
2349,2024-02-07,2,3,24,27,37,38,26,9,26,2,5,3,4,2,0,3,2,0,0.00,0,0.00,27,1551.00,43,136.00,779,67.00,1058,46.00,11561,16.50
2348,2024-02-03,1,11,16,17,20,35,26,1,,5,2,4,3,1,4,1,1,0,0.00,0,0.00,27,1891.00,79,105.00,1136,61.00,1658,40.00,16268,16.50
2347,2024-01-31,2,6,10,25,36,40,38,10,25,3,4,1,6,3,0,1,3,0,0.00,0,0.00,23,1542.00,59,105.00,799,59.00,978,45.00,11045,16.50
2346,2024-01-27,8,11,13,20,25,32,7,1,13,5,2,4,3,2,3,1,1,1,17250000.00,0,0.00,37,1994.00,119,105.00,1780,59.00,2429,40.00,25014,16.50
2345,2024-01-24,3,5,12,13,26,40,1,8,3,5,2,4,3,3,2,1,1,0,0.00,3,19186.00,45,1000.00,117,84.00,1525,53.00,2297,33.00,20266,16.50
2344,2024-01-20,3,17,18,21,23,33,9,7,"3,18",4,3,6,1,2,2,2,1,0,0.00,1,32913.00,49,1064.00,114,92.00,1786,53.00,2549,34.00,24474,16.50
2343,2024-01-17,1,3,12,18,25,40,30,10,12,4,3,3,4,2,2,2,1,0,0.00,1,35056.00,26,1170.00,76,102.00,1278,53.00,1672,39.00,16894,16.50
2342,2024-01-13,5,7,9,12,15,27,21,2,"5,12",5,2,6,1,3,2,2,0,0,0.00,1,33158.00,53,741.00,118,76.00,1607,46.00,2078,34.00,20972,16.50
2341,2024-01-10,4,5,12,13,28,34,24,4,12,4,3,2,5,2,2,2,1,0,0.00,1,34693.00,26,1114.00,71,95.00,1031,55.00,1443,37.00,14020,16.50
2340,2024-01-06,8,16,25,29,31,37,12,9,,3,4,4,3,1,2,2,2,0,0.00,1,34718.00,20,1476.00,64,114.00,1063,63.00,1464,42.00,14646,16.50
2339,2024-01-03,10,13,15,22,23,35,21,9,"10,15",3,4,5,2,1,2,3,1,0,0.00,0,0.00,27,1447.00,56,102.00,755,60.00,1029,42.00,10913,16.50
2338,2023-12-30,10,15,17,25,33,38,30,7,,3,4,4,3,1,2,2,2,1,12200000.00,2,28463.00,62,1080.00,134,108.00,2130,58.00,3054,38.00,29713,16.50
2337,2023-12-27,4,7,9,13,16,21,6,6,,6,1,4,3,4,2,1,0,0,0.00,0,0.00,43,1460.00,109,93.00,1701,50.00,2418,34.00,21489,16.50
2336,2023-12-23,12,14,30,35,38,40,23,2,"38,40",2,5,2,5,0,2,2,3,0,0.00,1,53869.00,40,1335.00,113,112.00,1694,63.00,2373,42.00,24376,16.50
2335,2023-12-20,2,15,26,37,38,40,20,7,37,3,4,2,5,1,2,1,3,0,0.00,2,29572.00,25,1294.00,66,118.00,998,64.00,1414,44.00,14551,16.50
2334,2023-12-16,1,7,23,31,35,37,5,7,31,3,4,7,0,3,0,1,3,0,0.00,1,42874.00,36,1126.00,74,114.00,1395,57.00,1987,37.00,19491,16.50
2333,2023-12-13,4,10,21,24,34,40,31,4,"4,24",2,5,2,5,2,0,2,3,0,0.00,0,0.00,32,1331.00,69,102.00,1077,53.00,1286,40.00,12999,16.50
2332,2023-12-09,4,16,22,24,27,30,5,3,27,3,4,2,5,2,1,4,0,1,8250000.00,1,35096.00,29,1272.00,89,104.00,1355,56.00,1843,39.00,18927,16.50
2331,2023-12-06,17,23,27,34,36,40,9,1,"34,36",2,5,4,3,1,1,2,3,0,0.00,1,27694.00,16,1456.00,62,103.00,895,61.00,1206,41.00,11878,16.50
2330,2023-12-02,1,16,18,33,34,36,15,8,36,4,3,3,4,1,3,0,3,0,0.00,1,35974.00,26,1394.00,68,121.00,1007,67.00,1459,45.00,15386,16.50
2329,2023-11-29,2,3,5,9,14,36,25,9,,5,2,4,3,4,1,1,1,0,0.00,0,0.00,19,1659.00,45,111.00,786,56.00,1084,39.00,11072,16.50
2328,2023-11-25,13,16,31,33,35,37,19,9,"16,19",3,4,6,1,0,3,0,4,1,8333333.00,2,28219.00,19,1663.00,75,114.00,1175,63.00,1575,42.00,16671,16.50
2327,2023-11-22,3,9,16,19,25,34,1,5,,5,2,5,2,3,2,1,1,0,0.00,0,0.00,25,1631.00,60,106.00,976,56.00,1391,37.00,13550,16.50
2326,2023-11-18,7,11,12,27,33,39,24,5,"7,12",3,4,5,2,1,2,2,2,0,0.00,1,34322.00,36,1038.00,103,88.00,1293,53.00,1726,38.00,17105,16.50
2325,2023-11-15,7,12,17,19,34,36,21,10,19,4,3,4,3,1,3,1,2,0,0.00,0,0.00,19,1843.00,49,114.00,734,61.00,1041,41.00,10338,16.50
2324,2023-11-11,5,19,23,31,39,40,25,1,"25,39",2,5,6,1,1,1,2,3,1,8333333.00,1,44426.00,26,1263.00,77,111.00,1263,59.00,1635,42.00,17640,16.50
2323,2023-11-08,2,3,11,20,25,39,14,10,"11,25",5,2,4,3,2,3,1,1,0,0.00,0,0.00,25,1658.00,45,127.00,865,60.00,1186,43.00,11987,16.50
2322,2023-11-04,10,11,12,23,24,25,6,10,6,4,3,3,4,2,2,3,0,0,0.00,2,16029.00,33,957.00,66,104.00,1219,53.00,1640,36.00,15754,16.50
2321,2023-11-01,2,6,13,26,28,32,16,8,2,4,3,1,6,2,2,2,1,0,0.00,0,0.00,24,1540.00,57,98.00,843,58.00,1192,39.00,11572,16.50
2320,2023-10-28,2,14,22,24,35,36,9,6,"9,35",3,4,2,5,2,1,2,2,1,6333333.00,2,42165.00,30,1329.00,70,122.00,1185,63.00,1700,42.00,17247,16.50
2319,2023-10-25,9,10,20,21,26,35,6,2,26,4,3,3,4,3,1,2,1,0,0.00,0,0.00,21,1788.00,51,113.00,797,63.00,1177,40.00,12151,16.50
2318,2023-10-21,8,13,26,29,33,40,23,4,"13,40",2,5,4,3,1,1,3,2,0,0.00,2,22166.00,29,1214.00,76,102.00,1173,58.00,1675,38.00,16070,16.50
2317,2023-10-18,6,11,13,28,36,40,32,1,"6,36",3,4,2,5,1,2,1,3,1,4500000.00,0,0.00,18,1949.00,43,127.00,725,63.00,965,45.00,10678,16.50
2316,2023-10-14,4,6,9,12,20,36,5,1,12,6,1,2,5,4,2,0,1,1,6000000.00,1,31786.00,25,1278.00,87,95.00,1271,55.00,1708,38.00,16649,16.50
2315,2023-10-11,1,7,12,14,19,31,30,10,,5,2,4,3,2,3,1,1,0,0.00,1,27017.00,25,1052.00,46,110.00,867,53.00,1098,40.00,11576,16.50
2314,2023-10-07,5,25,28,34,36,38,15,1,,2,5,3,4,1,1,2,3,1,24250000.00,3,24835.00,45,1364.00,125,113.00,1920,63.00,2589,43.00,26259,16.50
2313,2023-10-04,8,13,14,19,23,26,6,3,,5,2,3,4,2,3,2,0,0,0.00,1,38652.00,50,990.00,110,96.00,1740,53.00,2338,36.00,24251,16.50
2312,2023-09-30,1,21,22,27,29,31,3,3,"3,27",2,5,6,1,2,0,4,1,0,0.00,2,35326.00,48,1102.00,134,97.00,1699,57.00,2653,38.00,24664,16.50
2311,2023-09-27,3,6,9,11,19,27,23,6,27,5,2,6,1,3,2,2,0,0,0.00,2,18918.00,51,712.00,140,62.00,1789,42.00,2291,31.00,20891,16.50
2310,2023-09-23,15,25,27,28,37,40,33,5,"27,37",1,6,5,2,0,1,3,3,0,0.00,3,18219.00,51,1100.00,98,115.00,1525,61.00,2117,42.00,21467,16.50
2309,2023-09-20,4,12,27,29,37,38,30,10,,2,5,3,4,1,1,3,2,0,0.00,1,36715.00,22,1355.00,62,123.00,1121,59.00,1364,45.00,14887,16.50
2308,2023-09-16,5,13,20,32,34,35,6,6,,4,3,3,4,2,2,0,3,0,0.00,1,37481.00,27,1375.00,81,115.00,1247,63.00,1683,43.00,17428,16.50
2307,2023-09-13,1,2,16,21,33,40,39,9,,3,4,4,3,2,1,1,3,0,0.00,1,38535.00,19,1421.00,58,109.00,888,60.00,1177,43.00,12674,16.50
2306,2023-09-09,4,8,17,24,32,37,12,1,32,4,3,2,5,2,2,1,2,0,0.00,2,29560.00,48,972.00,80,101.00,1283,59.00,1730,39.00,17229,16.50
2305,2023-09-06,13,22,25,26,32,36,21,4,36,1,6,3,4,0,1,4,2,0,0.00,1,33171.00,15,1567.00,60,110.00,917,61.00,1159,43.00,12746,16.50
2304,2023-09-02,1,5,6,20,36,39,2,8,"20,36",5,2,3,4,4,1,0,2,1,10333333.00,2,32500.00,31,1528.00,103,119.00,1817,61.00,2717,39.00,25964,16.50
2303,2023-08-30,9,17,22,30,36,40,20,5,"22,30,36",3,4,2,5,1,2,2,2,0,0.00,0,0.00,33,1624.00,61,125.00,1159,60.00,1625,40.00,16123,16.50
2302,2023-08-26,22,23,26,30,36,39,28,2,,0,7,2,5,0,0,5,2,0,0.00,3,22003.00,24,1485.00,64,133.00,1303,63.00,1743,43.00,17969,16.50
2301,2023-08-23,1,14,15,17,18,24,8,6,18,6,1,3,4,2,4,1,0,0,0.00,1,37755.00,31,1092.00,66,102.00,1082,55.00,1514,36.00,14685,16.50
